cleaned_comment;Sentiment
bantuan korban gempa cianjur digulirkan baznas tangsel pembangunan rehab rumah layak huni pemulihan pasca bencana gempa rehab rumah prioritas team btb kota tangsel meringankan beban korban;Positif
bangun bank protein dompet dhuafa bantu kuatkan ketahanan pangan pasca gempa cianjur selengkapnya gt gt;Agak Positif
pasang tenda kampung suka ratu buni kasih warung kondang cianjur berita gempa cianjur menghilang warga rumahnya hancur total butuh bernaung;Negatif
mentri sosial tri rismaharini mengapresiasi membantu memulihkan korban gempa cianjur;Negatif
bnpb pastikan pembersihan puing rumah terdampak gempa cianjur selesai;Netral
bnpb warga korban gempa cianjur terima bantuan rumah;Netral
pancasilais banget nih korban gempa cianjur dilarang terima bantuan rumah;Netral
bnpb korban gempa cianjur terima bantuan rumah;Netral
kementerian pekerjan perumahan rakyat pupr direktorat jenderal ditjen perumahan menargetkan hunian huntap relokasi masyarakat terdampak gempa cianjur rampung idul fitri;Netral
bnpb warga korban gempa cianjur jawa barat menerima bantuan pembangunan rumah kalangan organisasi kemanusian kecuali hunian mengugurkan bantuan pemerintahmedcomid;Netral
presiden ma ruf amin meninjau progres penanganan dampak gempa cianjur kunjungan ma ruf didampingi menteri sosial kepala bmkg santunan ahli waris simbolis keluarga total rp miliar;Negatif
hunian korban gempa cianjur ditargetkan rampung lebaran idulfitri;Netral
mensos imbau ahli waris korban gempa cianjur berhemat manfatkan santunan;Netral
mantap;Netral
anak belajar sat bermain terdampak gempabumi cianjur;Positif
asar humanity penguin mengirimkan bantuan unit toren bantualirkanair korban gempa cianjur titik pengungsian semoga kepedulian menguatkan korban gempa pulih penguinpeduli gempacianjur;Agak Positif
bnpb pastikan pembersihan puing akibat gempa cianjur selesai;Netral
hunian relokasi warga terdampak gempa cianjur ditargetkan rampung idulfitri;Netral
envi pres hasil hmtl open donasi gempa cianjur donasi terkumpul rp donasi disalurkan perhimpunan pelajar mahasiswa cianjur sugih mukti yogyakarta;Negatif
update gempa cianjur kekuatan netizen geger keheranan;Netral
korban gempa cianjur terima bantuan rumah;Netral
gubernur serahkan bantuan rp miliar korban gempa cianjur bengkulutodaydotcom bengkulutoday beritabengkulu indonesia bengkulu mediaonline mediasiber gempacianjur;Negatif
kpu tekankan integritas pk kepahiang dilantik bengkulutodaydotcom bengkulutoday beritabengkulu indonesia bengkulu mediaonline mediasiber;Agak Positif
wapres tinjau progres penanganan pasca gempa cianjurikndorongpemeratan;Positif
sat target pembangunan tahap melebihi target sisanya pembangunan tahap optimis selesai sesuai target mingu ketiga januari direktur jenderal perumahan iwan suprijanto;Agak Positif
efek gempa cianjur pergerakan lempeng kerak bumi berhenti mencapai keseimbangan hening;Netral
disiapkan lahan hektare relokasi korban gempa cianjur beritajogja jogja jogjaistimewa;Netral
mensos risma korban gempa cianjur berhemat lengkapcepatberitanya beritaterkini berita news beritanasional;Negatif
tinjau progres penanganan pasca gempa cianjurikndorongpemeratan;Positif
wakil presiden wapres ma ruf amin meninjau langsung progres penanganan dampak gempa cianjur rabu ikndorongpemeratan;Agak Negatif
wapres ma ruf amin meninjau progres penanganan pasca gempa cianjur santunan ahli waris ahli waris korban meningal duniaikndorongpemeratan;Agak Positif
wapres ma ruf amin tinjau progres penanganan pasca gempa cianjurikndorongpemeratan;Agak Positif
wapres ri kyai ma ruf amintinjau progres penanganan pasca gempa cianjurikndorongpemeratan;Agak Positif
korban gempa cianjur terima rp juta bangun hunian darurat;Negatif
korban gempa cianjur wapres ma ruf bantuan;Agak Negatif
korban gempa cianjur dilarang terima bantuan rumah berita terkini yogyakarta;Netral
rekor mute akun tuh kayaknya musibah gempa cianjur;Agak Positif
bantuan rekonstruksi pesantren terdampak diserahkan wapres ketua baznas;Netral
langsung dibilang anti masjid hadeh noh liat cianjur noh skrg bangun masjid daerah bencana kemarin pemerintah kamana sugantehpinter berita aja uang donasi bapenda urunan pegawai asn;Negatif
rumah bangkit mandiri bangun rumah cianjurmari laznas al irsyad membangun rumah korban gempa cianjur biaya jt unit sahabat menunaikan zakat sedekah rp konfirmasi;Agak Negatif
wares ma ruf amin tinjau progres penanganan pasca gempa cianjurikndorongpemeratan;Agak Positif
gw warga jabar baiknya kepala daerah dana untk penangulangan bencana porsi apbd sehinga sat kejadian gak istilah gagap bencana cth gempa cianjur masuk akal inget heboh climate change;Positif
salah positif lihat rasakan gempa cianjur terungkapnya kebobrokan penanganan penangulangan pemerintah kabupaten cianjur;Agak Positif
korupsi bansos kader pdipkorupsi gempa cianjur kader pdipbaznas kader pdiperasan doyan bener menyelewengkan dana bantuan;Positif
video dinarasikan korupsi bansos korban gempa cianjur;Positif
pesantren terdampak gempa cianjur bantuan rekonstruksi baznas;Netral
pengungsi gempa cianjur curhat wapres;Netral
wapres serahkan bantuan pesanten terdampak gempa cianjur;Netral
biar main sinetron tp menjalankan kewajibanya sbg pemimpin beliau bgt turun lokasi gempa cianjur kecelakan bekasi msh byk lg msh dr pemimpin;Agak Positif
bnpb warga korban gempa cianjur terima bantuan rumah kecuali hunian;Netral
pemerintah siapkan lahan ha relokasi korban gempa cianjur;Agak Negatif
kang rk mg sgt pandai berkelit pdhl msh gubernur jabar msh byk urus korban gempa cianjur depok maja;Agak Positif
gempa cianjur kemarin krn aktivitas krakatau kah;Negatif
dah unpolo bantuan gempa cianjur gak respek blas;Agak Negatif
kostrad bantu rehabilitasi rekontruksi korban gempa cianjur;Netral
ngamatin diliatin orang wudu bocil dagang plng malu tuh kating beda fakultas lg nyari sumbangan gempa cianjur kalo dinget inget lg such fun memories ni klmpok ngamatin masjid;Agak Positif
trending update gempa cianjur korban meningal jiwa orang hilang;Agak Positif
bantuan korban gempa malang jatim pd april aja infonya barusan aja geser malang tp blm tersalurkan korban korban gempa cianjur semoga aja realisasi saudara korban terbantukan;Negatif
sony salurkan bantuan dolar as korban gempa cianjur;Agak Negatif
infososialdampingi wapres mensos saksikan penyaluran santunan korban gempa cianjurselengkapnya;Netral
penyusunan rp gempa cianjur terkendala dokumen jitupasna;Negatif
pasca gempa cianjur kementerian pupr percepat pembangunan rumah warga gempacianjur;Positif
kemenag jabar kayaknya menolong korban gempa cianjur;Netral
kostrad bantu rehabilitasi rekonstruksi korban gempa cianjur;Netral
kepala bnpb pembangunan rumah korban gempa cianjur bertahap;Netral
kemenag jabar bantuan kpda korban gempa cianjur salut bgt;Positif
pt sony salurkan rp juta bantu gempa cianjur;Negatif
korban gempa cianjur sgt terbantu kepedulian bantuan kemenag jabar;Netral
kepedulian patut dibangakan patut contoh bantuan kemenag jabar sgt warga korban gempa cianjur;Netral
senang terharu saudara korban gempa cianjur bantuan kemenag jabar;Netral
wujud nyata kepedulian kemenag jabar asn kemenag ri dgn bantuan bermanfat korban gempa cianjur;Agak Positif
salut kemenag jabar udh manfat bnyk utk korban gempa cianjur;Positif
kementerian pupr pembangunan unit rumah relokasi warga korban gempa cianjur tuntas januari;Positif
aksi relawan mandiri himpunan alumni ipb university bangun mushola warga korban bencana gempa cianjur;Positif
alumni ipb university peduli bencana serahkan bantuan unit rhs korban gempa cianjur;Positif
bantuan donasi asn kemenag jabar acara amal bermanfat korban gempa cianjur semoga lindungan alah;Positif
bengkulu korban gempa cianjur fokus pembangunan fasilitas sarana publik;Positif
alhamdulilah terbantu banget korban gempa cianjur bantuan kemenag jabar terimakasih;Positif
mengalami gempa cianjur kemarin orang panik khawatir disana semoga sehat aman saudara disana;Negatif
bantuan kemenag jabar semoga korban terdampak gempa cianjur bangkit beraktivitas;Positif
alhamdulilah semoga bantuan kemenag jabar meringankan pinyintas gempa cianjur bermanfat berkah;Positif
bantuan kemenag jabar semoga membantu penyintas gempa cianjur;Netral
mantap bentuk tangung kemenag jabar membantu korban gempa cianjur;Netral
wapres bantuan logistik korban gempa cianjur news mediainformasi kamidi opsiminfo;Negatif
kemenag jabar solusi banget korban gempa cianjur semoga cianjur pulih;Netral
bantuan bnpb korban gempa cianjur terancam gugur warga terima bantuan;Positif
kinerja kemenag jabar patut diapresiasi banget kepedulian tingi korban gempa cianjur kesulitan teratasi;Netral
arm ha ipb university wmi serahkan unit rumah huni korban gempa cianjur;Positif
donasi korban gempa cianjur kepedulian asn korban diserahkan kemenag jabar dimanfatkan masyarakat;Agak Negatif
korban gempa cianjur terbantu kepedulian kemenag jabar;Netral
dp serahkan hunian logistik korban gempa cianjur hunian simbolis korban gempa cianjur rumahnya dihuni tanah disaksikan ketua dpw;Agak Positif
pangil mak cucum beliau salah penyintas gempa cianjur pengungsian musibah nama disamarkan melindungi identitas penerima manfat;Negatif
salut kemenag jabar udh manfat korban gempa cianjur;Positif
pemberian bantuan rumah rusak korban gempa cianjur memasuki tahap ketiga januari sisanya menyusul februari kunjungan wapres amin penanganan warga relokasi rumah berjalan polhuk adadikompas;Netral
rumah relokasi korban gempa cianjur rampung idul fitri;Netral
pemerintah kebut rekonstruksi rumah korban gempa cianjur tni polri bnpb rumah;Netral
semoga berkah yah kemenag jabar warga korban gempa cianjur terimakasih bantuanya;Negatif
pemberian bantuan rumah rusak korban gempa cianjur memasuki tahap ketiga januari sisanya menyusul februari kunjungan wapres amin penanganan warga relokasi rumah berjalan adadikompas;Positif
salut kemenag jabar bantuan korban gempa cianjur terimakasih;Positif
thank you kemenag jabar bantu korban gempa cianjur;Agak Positif
huntap relokasi warga terdampak gempa cianjur ditarget rampung idul fitri;Netral
kemenag jabar menyalurkan bantuan guru madrasah terdampak gempa cianjur gempa cianjur keprihatinan mendalam peristiwa indonesia wilayah ring of fire;Agak Negatif
ma ruf menyalurkan santunan simbolis enam ahli waris perwakilan keluarga korban meningal total santunan rp miliar kumparanews;Negatif
apresiasi banget gerak cepat kemenag jabar membantu korban gempa cianjur;Netral
kemenag jabar keren mempresentasikan kepedulian turun membantu korban gempa cianjur;Netral
kemenag jabar menyalurkan bantuan guru madrasah terdampak gempa cianjur;Negatif
gempa cianjur risma kemensos mengerahkan personel ditambah relawan tagana orang relawan tagana berasal daerah indonesia;Negatif
kemenag jabar sigap bnget bantu korban gempa cianjur;Netral
aksi kemanusian hwk ditengah bencana gempa cianjur;Netral
kepala bidang kedaruratan logistik badan penangulangan bencana daerah bpbd cianjur asep sudrajat sat stok logistik menutupi kebutuhan warga korban gempa;Positif
kemenag jabar meringankan beban korban gempa cianjur alhamdulilah;Netral
kemenag jabar bantuan korban gempa cianjur semoga meringankan beban;Netral
terima kasih kemenag jabar peduli korban gempa cianjur;Positif
terkesan kemenag jabar membantu korban gempa cianjur;Positif
terima kasih kepedulian solidaritas kemenag jabar dlm membantu korban gempa cianjur;Positif
bersyukur krn kemenag jabar korban gempa cianjur dpt bantuan;Netral
wujud kepedulian nyata kemenag jabar semoga bermanfat semoga ketabahan korban gempa cianjur;Netral
nasionalkiai ma ruf serahkan bantuan pesantren terdampak gempa cianjur khasanahpetang;Agak Negatif
semoga bantuan keyword kemenag jabar membantu korban gempa cianjur;Agak Negatif
kemenag jabar patut contoh semoga bantuan bermanfat korban gempa cianjur;Netral
terima kasih kemenag jabar membantu korban gempa cianjur;Positif
patut diapresiasi kemenag jabar membantu korban gempa cianjur;Netral
sinergitas mui baznas dmi kota tangerang bangun masjid terdampak gempa cianjur;Agak Negatif
wapres ma ruf amin yinjau penanganan pasca gempa cianjur cianjur wapres penanganan gempa pasca penyaluranbantuan;Agak Positif
kemenag jabar peduli korban gempa cianjur;Netral
ditinjau wapres ma ruf amin rumah tahan gempa cianjur tuntas lebaran;Agak Negatif
kisah menarik sosok prabowo subianto mengunjungi lokasi terdampak gempa cianjur erupsi gunung semeru menteri pertahanan ri pimpinan partai politik prabowopemersatu kerjasama;Agak Positif
kisah prabowo gempa cianjur erupsi gunung merapi prabowopemersatu kerjasama;Netral
hinga pmi kota depok mengerahkan relawanya membantu penyintas gempa cianjur membutuhkan bantuan penyintas gempa cianjur dilupakan pmi kota depok kirim relawan bantuancianjur;Positif
alhamdulilah wakil presiden ri prof dr kh ma ruf amin baznas menyerahkan bantuan rekonstruksi pondok pesantren ponpes terdampak gempa cianjur baznas zakat gempa gempacianjur;Agak Negatif
kisah prabowo gempa cianjur erupsi gunung merapi akm kompasianers prabowopemersatu kerjasama;Netral
perjuangan tim relawan menyalurkan bantuan pasangan lansia korban gempa cianjur selasa januari cianjur pulih cianjur bangkit;Positif
konteks bencana reportase mengedepankan jurnalisme empati ditemui berita;Netral
peristiwa bancana alam gempa cianjur erupsi gunung semeru pandemi covid dl hinga peristiwa keberhasilan pemerintah menyelengarakan perhelatan dunia prabowopemersatu kerjasama;Agak Negatif
bangun rumah terdampak gempa cianjurumah hancur dimanfatkan insyalah;Netral
wapres ri kunjungi korban gempa cianjur bantuan rekontruksi pondok pesantren;Agak Positif
ip sore gempa cianjur indah sorenya;Negatif
wapres ma ruf amin terima keluhan korban gempa cianjur bantuan;Agak Negatif
cianjur polri bantuan sembako korban bencana gempa cianjur pengungsian rabu bhabinkamtibmas;Netral
wapres serahkan bantuan senilai rp miliar keluarga korban gempa cianjur;Negatif
yayasan salurkan bantuan cianjur;Positif
kemenag fokuskan bantuan pemulihan trauma anak anak korban gempa cianjurselengkapnya;Agak Negatif
tinjau penanganan dampak gempa cianjur wapres tegaskan pembangunan hunian dituntaskan coverbothside;Netral
bangunan strukturnya rusak tahan gempa dibangun;Netral
wapres ma ruf amin kunjungi korban gempa cianjur;Agak Negatif
wapres ma ruf serahkan bantuan pesantren terdampak gempa cianjur;Agak Negatif
wapres serahkan bantuan rp miliar korban gempa cianjur;Negatif
gotong royong membantu korban gempa cianjur;Netral
wapres ma ruf amin terima keluhan korban gempa cianjur bantuan kondisi presiden ente kebanyakan janji kyai;Agak Negatif
semoga bantuanya bermanfat korban gempa cianjur;Positif
terimakasih kemenag ri membantu korban gempa cianjur;Agak Positif
wapres ma ruf amin terima keluhan korban gempa cianjur bantuan kondisi;Agak Negatif
sony berbagi tali asih dolar as pemulihan korban gempabumi cianjur jawabarat cianjur;Agak Positif
kemenag jabar terimakasih asn kemenag indonesia bantuan korban gempa cianjur disalurkan berhak semoga bantuan bermanfat membantu masyarakat terdampak gempa cianjur;Agak Negatif
penghulu penyuluh agama islam mendampingi penyintas gempa cianjur pendampingan trauma healing penghulu penyuluh optimal pendampingan penyintas gempa cianjur kemenag jabar;Positif
akibat gempa cianjur bangunan rusak kantor kemenag kakanwil cianjur tim arsiparis ditjen bima islam kemenag ri tim penyelamatan dokumen dokumen akta dokumen kedinasan lainya kemenag jabar;Agak Positif
memperingati amal bhakti kemenag ri bantuan disalurkan korban gempa cianjur amanah diterima langsung kakanwil jabar semoga bermanfat korban kemenag jabar;Positif
kemenag jabar peduli korban gempa cianjur bentuk nyata kepedulian selurub asn kemenag ri membantu meringankan beban korban bencana gempa cianjur kemenag ri bantuan bermanfat korban kakanwil jabar;Agak Positif
wakil presiden ma ruf amin menerima keluhan pengungsi terdampak bencana gempa bumi desa cijedil kecamatan cugenang kabupaten cianjur jawa barat;Agak Negatif
korban gempa cianjur wapres ma ruf bantuan gempacianjur;Agak Negatif
ma ruf amin menyerahkan santunan ahli waris korban meningal dunia gempa cianjur;Agak Negatif
kinerja kepolisian membantu korban gempa cianjurmayoritas percaya percaya kepolisian membantu evakuasi warga korban bencana dapur mengirim bantuan hinga daerah terpencil membantu memulihkan trauma warga korban bencana gempa bumi tersbeut;Agak Negatif
subhanalah apresiasi pink pejuang kemanusianuntuk rakyat korban gempa cianjur;Positif
bantuan pemerintah rakyat kaltim bentuk kebersaman;Netral
gempa cianjurhampir warga nasional bencana gempa bumi cianjur jawa barat warga positif menilai kinerja kepolisian membantu korban bencana tni positif;Agak Positif
sis hasil kerja kebijakan lapangan sepakat prabowo konsisten nyata hasilnya indonesia maju;Agak Positif
gerak cepat presiden jokowi kunjungi tenda pengungsi korban gempa cianjur jokowipresidenkupembangunanuntukrakyatpresidenjokowihebatjokowimembangunegerijokowimajubersamaindonesiajokowibapakinfrastruktur;Agak Negatif
bantuan wapres ma ruf amin diharapkan mendorong pemulihan pesantren;Agak Negatif
korban gempa cianjur dana bantuan renovasi rumah cair;Positif
gempa cianjur bmkg catat gempa susulan wargawaspada bencana lanjutan longsor banjir bandang;Netral
dikunjungi wapres ma ruf amin ahli waris gempa cianjur bantuan pemerintah;Agak Negatif
pemkab cianjur siapkan dana rp miliar dibagikan keluarga terdampak gempa cianjur;Agak Negatif
asalamualaikum yai penilaian masyarakat cianjur penangukangan dampak gempa cianjur sang harapan masyarakat intruksi persiden;Positif
wakil presiden maruf amin meninjau rumah hunian rumah instan sederhana sehat type rumah rusak korban gempa cianjur jawa barat desa sirnagalih kecamatan cilaku kab cianjur srberitaelshinta;Agak Negatif
terima kasih ucapkan relawan bumn holding farmasi dedikasi pengorbananya korban terdampak gempa cianjur doa harapan mengalir seiring semangat cianjur pulih kimiafarmapedulicianjurholdingbumnfarmasi;Agak Negatif
ribu k korban gempa cianjur bantuan rp juta tenda darurat kebagian gempacianjur korbangempacianjur sonar sonorabandung;Negatif
gempa cianjur menyebabkan orang meningal dunia hilang;Negatif
wapres pagi meninjau langsung progres penanganan dampak gempa cianjur rabu januari ma ruf wury ma ruf berangkat rumah dinas pesantren al bahjah cianjur jalur darat wibmedcomid;Agak Negatif
kcic diputuskan olh lbp memicu kontroversi dipaksakan route kcic melewati wilayh gempa sesar jabar gempa potensial mengakibatkan tragedi kcic sdh mngantisipasi timbulnya gempa gempa cianjur kmren mporak poranda wilayah;Positif
akun problematik red flag gempa cianjur post menormalkan tsb masyarakatnya azab folowernya ngritik dianya nantangin kalo peduli sok donasi jgn ngritik aja udah dihapus postnya;Agak Positif
pengungsi gempa cianjur mengeluh kesulitan peroleh kebutuhan;Netral
kondisi rabu siang lokasi rumah terdampak gempa cianjur kampung gunung lanjung rw desa cijedil cugenang cianjur jawa barat srberitaelshinta;Negatif
wapres ma ruf amin kunjungan kerja cianjur ma ruf serahkan bantuan hinga cek lokasi relokasi korban gempa cianjur;Agak Negatif
cianjurbangkityamusaberbagisesama tgl yamusa peduli pangan beras korban terdampak gempa cianjur posko gempa kp kramat rt kab cianjur yuk bantu warga cianjur pulih;Agak Negatif
telkom bantuan masyarakat cianjur mangoesky star solusi komunikasi daruratdaerah terisolasi gempa cianjur;Positif
yamusa berbagi tebar pangan ponpes korban gempa cianjur jawa barat gt gt yamusa peduli pangan santri korban gempa cianjur ponpes riyadul fikih kp babakan batukurung kec cinangsi kab cianjur klik bantu;Negatif
kondisi terkini rabu pagi pondok pesantren al bahjah cianjur jawa barat salah titik lokasi korban gempa cianjur tangal november srberitaelshinta;Positif
kisah banser terdampak gempa cianjur rumah pribadi runtuh hinga istri melahirkan tenda sumber;Agak Negatif
alhamdulilah menerima titipan amanah dermawan utk logistik keperluan pengungsi gempa cianjur amanah om terimakasih;Positif
wawako buka kegiatan bundo kandung peduli gempa cianjur;Netral
kementerian bumn berkolaborasi bumn membantu korban bencana gempa cianjur jawa barat satgasbencanabumn;Netral
kostrad bantu korban gempa cianjur rehabilitasi rekontruksi rumah;Netral
sebulan gempa cianjur meningal dunia warga hilang;Netral
bundo kanduang puti bungsu kota solok masak rendang korban gempa cianjur;Agak Positif
kampung terdampak gempa cianjur direlokasi gempacianjur cianjur;Netral
bank mandiri salurkan dana bantuan nasabah korban gempa cianjur;Positif
presentasi tsunami aceh gempa cianjur peran bmkg teknologi preventive kerusakan paraheh kazakhtan celetuk penyebabnya maksiat marah semarah marahnya alah nyesel ingetnya;Agak Negatif
janji rp juta kpd korban gempa cianjur;Negatif
souvenir piala dunia ronaldo cabut mu gempa cianjur pramborsnews;Agak Positif
psd bantuan langsung korban gempa cianjur bantuan langsung psd masyarakat pengungsiankerjasama prabowosayangrakyat prabowo;Netral
bantuan paket korban gempa cianjurkerjasama prabowosayangrakyat prabowo;Netral
kemaren hs cisarua tunangku gempa cianjur;Agak Negatif
prabowo subianto mengunjungi korban gempa cianjur pos dapur lapangan kopasus tni ad rabu prabowosayangrakyat kerjasa;Agak Negatif
prabowo perintahkan kader gerindra bantuan korban gempa cianjurprabowosayangrakyat kerjasama;Netral
prabowo mengunjungi pengungsi korban gempa cianjur meninjau rumah sakit sayang cianjur prabowosayangrakyat kerjasama;Netral
menteri pertahanan republik indonesia prabowo subianto turun langsung meninjau korban bencana gempa cianjur rsud sayang tenda pengungsi kamis prabowosayangrakyat kerjasama;Agak Negatif
moment haru jenderal prabowo cium sayang anak balita korban gempa cianjurprabowosayangrakyat kerjasama;Agak Positif
menhan prabowo bantuan paket korban gempa cianjurprabowosayangrakyat kerjasama;Netral
pergi sekolah pulang sekolah ngelewatin longsor gempa cianjur bikin gila;Netral
gapki kementan kolaborasi bantu korban gempa cianjurgabungan pengusaha kelapa sawit indonesia gapki bekerjasama kementerian pertanian kementan baca selengkapnya;Netral
pembangunan hunian penyintas gempa cianjur uang rp juta kepala keluarga simak selengkapnya;Negatif
janji tunaikan bangun korban gempa cianjur kader partai bokep mulu;Agak Positif
pasca terdampak gempa cianjur kostrad kenal lelah bantu warga;Agak Positif
bmh membangun masjid darurat ash shofa penyintas gempa cianjur;Agak Negatif
today progres pembuatan huntara utk penyintas gempa cianjur slide nyumput dirumput;Agak Positif
oiya penyaluran lanjutan penyaluran udah fase bantuan darurat gempa cianjur guys penyaluran temen temen penyintas udah bantuan posko darurat dapur bantuan medis kebutuhan logistik bayi balita;Agak Positif
kordinasi tim dusun rawacina desa nagrak kec cianjur bertemu warga rangka pengembangan lokasi pendampingan pasca gempa cianjur;Positif
sekolah darurat bantuan fase pemulihan sekolah diwujudkan patungan korban terdampak gempa cianjur november;Agak Positif
membuka postingan manis manis semanis senyum adek adek penyintas gempa cianjur udah sekolah nih;Negatif
ijin kalo data penerima bantuan rumah hancur gempa cianjur dimana terimakasih;Positif
sat gempa cianjur kader gerindra hadir perintah prabowo utk bantu kesulitan prabowosayangrakyat kerjasama;Positif
bupati cianjur herman suherman mengaku ikuti prosedur pemeriksan kpk dugan korupsi bantuan korban gempa cianjur;Netral
ybm pln bantu terangi masjid lokasi terdampak gempa cianjur pln gempabumicianjur;Netral
wakil ketua yayasan mai abung sewaka jajaran svp bank mandiri melepas gelombang donasi paket bantuan penukaran livin poin nasabah terkumpul diantarkan disalurkan korban gempa cianjur;Agak Negatif
bantuan nasabah livin poin bentuk paket sembako kebutuhan pokok lainya yayasan mai mengambil peran mengatur pengadan pengantaran hinga penyaluran korban bencana gempa cianjur;Agak Negatif
hasil donasi paket bantuan terkumpul penukaran livin poin nasabah disalurkan korban gempa cianjur yayasan mai;Agak Negatif
gerakan nasabah bantuan menukaran livin poin donasi paket bantuan korban bencana gempa cianjur;Agak Negatif
halah panca yo gur kakean cocot posting hoax sat gempa cianjur kemaren;Agak Negatif
gempa cianjur gempa dangkal menimbulkan kerusakan gempa dangkal cianjur destruktif;Netral
dukung perilakunya gini merusak tenda org merugikan korban bencana;Agak Positif
bank mandiri berkolaborasi yayasan mandiri amal insani mai menyalurkan bantuan nasabah berpartisipasi dlm gerakan tangap bencana utk korban gempa cianjur;Agak Positif
asabri bulog pos indonesia salurkan bantuan pokok warga gempa cianjur;Agak Negatif
udh sy relawan gempa cianjur jujur ga liat kek gituan bang gausah ratakan;Agak Negatif
logistik bantuan gempa cianjur gempa susulan temponasional;Netral
seniman bpbd pringsewu longok dampak gempa cianjur;Netral
nonton bareng risalah ratu peduli generasi pemimpin umat sambutan luas masyarakat terkecuali penyintas gempa cianjur generasimudapimpinperubahan selamatkangenerasidenganislam;Netral
logistik korban gempa cianjur hany;Negatif
pengungsi gempa cianjur keluhkan logistik bpbd klaim stok bpbdkabupatencianjur gempacianjur korbangempacianjur logistik;Netral
kali ngalamin kejadian sblm gempa cianjur sbnrnya rencana pergi rmh sdra cipanas tp gajadi krn tb ayah urusan besoknya dpt kabar klo cianjur gempa cipanas jg kena krn emg dkt;Agak Positif
bantuan logistik korban gempa cianjur didistribusikan dinas penghubung desa;Netral
stok logistik menipis pengungsi gempa cianjur terserang penyakit lengkapcepatberitanya beritaterkini;Netral
gue takut kalo gempa gue langsung lari rumah gempa cianjur gue gak gerak memilih diam hati wih kora sepasrah gue jalanin hidup;Agak Negatif
stok logistik bantuan korban gempa cianjur menipis;Netral
nonton bareng risalah ratu peduli generasi pemimpin umat lmendapat sambutan luas masyarakat tdk terkecuali penyintas gempa cianjur sumber lokasi bersemangat;Netral
nonton bareng risalah ratu peduli generasi pemimpin umat sambutan luas masyarakat terkecuali penyintas gempa cianjur ratupahamislamkafah generasimudapimpinperubahan selamatkangenerasidenganislam;Netral
dahsyatnya gempa cianjur kerugian materi lewati rp triliun;Negatif
stok logistik bantuan korban gempa cianjur menipis temponasional;Netral
mencegah korupsi bantuan keuangan gempa cianjur detiknews rac;Negatif
bantuan sivitas diharapkan meringankan beban korban gempa cianjur;Netral
bmkg mencatat gempa bumi wilayah jawa barat bersifat merusak;Netral
pemberian bantuan upaya meringankan beban korban terdampak gempa cianjur;Agak Positif
bantuan sivitas kemkominfo berguna korban gempa cianjur;Agak Positif
kpk lakukan kordinasi cegah korupsi gempa cianjur;Netral
moment haru jenderal prabowo cium sayang anak balita korban gempa cianjur prabowosayangrakyat kerjasama;Agak Positif
gempa cianjur satunya merusak jawa barat msn;Netral
gempa cianjur satunya merusak jawa barat tekno tempo;Positif
prabowo sat mengunjungi korban gempa cianjur beliau prabowosayangrakyat kerjasama;Positif
info tim arm merespon gempa cianjur tim sapa baraya respon cianjur;Agak Positif
semoga alah swt merahmati kemudahan ketabahan korban gempa cianjur jawa barat berdoa prabowosayangrakyat kerjasama;Agak Negatif
bkprmi peduli yayasan prabowo subianto bantuan guru mengaji korban gempa cianjur prabowosayangrakyat kerjasama;Negatif
rekind kedepankan peran tjsl bantuan korban gempa cianjur;Netral
nonton bareng risalah ratu peduli generasi pemimpin umat sambutan luas masyarakat terkecuali penyintas gempa cianjur kabar lensadaerah;Netral
kpk hinga proses verifikasi aduan masyarakat dugan penyelewengan penyaluran bantuan gempa cianjur;Negatif
tau mas tutup gempa cianjur kemarin;Agak Negatif
menteri pertahanan menhan ri prabowo subianto mengunjungi korban gempa cianjur pos dapur lapangan kopasus tni ad rabu prabowosayangrakyat prabowo;Agak Positif
momen prabowo kecup anak terdampak gempa cianjurprabowosayangrakyat kerjasama;Negatif
komisi pemberantasan korupsi kpk kordinasi penanganan bantuan gempa cianjur laporan tujuanya tindakan koruptif sat pertolongan korban disalurkanmedcomid;Positif
up fakultas hukum universitas jayabaya gelar kegiatan peduli gempa cianjur;Agak Negatif
kebaikan latar agama indonesia hidup berdampingan perbedan keyakinan suster katolik masuk wilayah gempa cianjur kemarin dituding upaya kristenisasi umat;Negatif
kesaksian nces nabati sat gempa cianjur;Agak Positif
gempa cianjur tangal november gempa merusak catatan korban jiwa terbesar;Netral
rumah instan sederhana sehat dihuni warga terdampak gempa cianjur;Negatif
pesan doa bmh pengungsian warga terdampak gempa cianjur;Negatif
mahasiswa universitas paramadina dukungan psikososial penyintas gempa cianjur;Netral
airlanga menyerahkan tim relawan yelow clinic membantu menangani korban gempa cianjur momentumekonomiribangkit sempro baby don stop semarang tangal lucas page of sidang;Agak Negatif
terimakasih bantuan membantu korban gempa cianjur;Positif
mantap bukti kepedulian kemkominfo korban gempa cianjur;Netral
up fakultas hukum universitas jayabaya peduli gempa cianjur bantuan;Agak Negatif
inilahrewind warga mencoba catwalk remaja scbd sudirman citayam bojong depok kawasan dukuh magnet warga kota;Positif
hilmi front persaudaran islam memfasilitasi pernikahan maman disabilitas korban gempa cianjur dekorasi tenda darurat prasmanan seserahan dl selamat maman barakalahu laka baraka alaika jama bainakuma fi khair amin;Agak Negatif
pindah dimanapun pindah bencana menyoal kehidupan berjalan lintas generasi;Netral
relawan area buka menyalurkan bantuan korban gempa cianjur;Agak Positif
