Content;Author;Date;Language;Location;Number of Likes;Number of Retweets;In Reply To;Author Name;Author Description;Author Tweets Count;Author Following Count;Author Followers Count;Author Listed Count;Author Verified;Longitude;Latitude
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/mMurJRn1bM;@NkriPtpp;14/02/2023 09:54;in;;0;0;;PTPP untuk NKRI;officially platform information bumn;1080;0;0;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/xjeZN7S9Ci";@bumnjktadil;14/02/2023 09:54;in;;0;0;;Social Media Rangers;;880;720;90;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@idjorojorojo;14/02/2023 09:40;in;;0;360;;????IDJO;#programfolback #FollowFirst #IslamNusantara #BhinnekaTunggalIka #NKRIHargamati. Putune wong NU. Cinta ???? damai.;148950;83860;85760;10;FALSE;;
RT @cnbcindonesia: PPATK Endus Adanya Aliran Dana Gempa Cianjur untuk Terorisme https://t.co/oDUv8V235I;@Rezasyariatii;14/02/2023 09:39;in;;0;10;;Rezasyariati;“In the midst of chaos, there is also opportunity”;159290;11230;34480;90;FALSE;;
PPATK Endus Adanya Aliran Dana Gempa Cianjur untuk Terorisme https://t.co/oDUv8V235I;@cnbcindonesia;14/02/2023 09:39;in;;30;10;;CNBC Indonesia;"Terus ikuti berita ekonomi bisnis dan analisis mendalam hanya di CNBC Indonesia  .
Facebook & Instagram : CNBC Indonesia
.
Beyond Business";3039020;340;1971010;5480;TRUE;;
"RT @cagubnyinyir2: Galang Dana gempa Cianjur 2022 diselewengkan untuk Kelompok Teroris JAD.
PPATK bekerja sama dgn BNPT &amp; Polri: Ada indika…";@Gunawan75_;14/02/2023 09:37;in;;0;30;;gunawan wbs ????;-#NUSANTARA: sekeping surga di katulistiwa ????;194580;23870;23990;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/IGxA8mxP3B;@bumn_yogyahebat;14/02/2023 09:36;in;;0;0;;BUMN Yogya Hebat;"Berbagi informasi mengenai update di lingkungan Kementerian BUMN maupun perusahaan BUMN
#BUMNUntukIndonesia";870;180;50;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/UyOCvQQg5j;@bumnbogorjitu1;14/02/2023 09:27;in;;0;0;;BUMN Bogor Jitu;;3150;10;10;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/Te3FvCOqUz;@BUMN_TNG_beda;14/02/2023 09:25;in;;0;0;;BUMN_TNG_beda;;2310;2200;270;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur, Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat. https://t.co/KENQgleHQE;@ikeyasu_zz;14/02/2023 09:21;in;;0;0;;Ikeyasu;"Random Ike fans.
for the love of Tellius";4780;2480;560;0;FALSE;;
"Galang Dana gempa Cianjur 2022 diselewengkan untuk Kelompok Teroris JAD.
PPATK bekerja sama dgn BNPT &amp; Polri: Ada indikasi penyimpangan dana gempa oleh JI kelompok terorisme jaringan Al-Qaeda.
@HRMalik12 @HeryIdris5
@Gunawan75_ @APermana001 @aa_angon https://t.co/q2AllY8wPS";@cagubnyinyir2;14/02/2023 09:13;in;;110;30;;SONTOLOYO;Pro NKRI, alumni UGM;771720;52380;94640;20;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/dJsCdseNlQ;@LampungAdil;14/02/2023 09:13;in;;0;0;;LampungAdil;"SMR Of PT. Perusahaan Perdagangan Indonesia
Cabang Bandar Lampung
IG: @bumn_lampung_adil
FB Page: @LampungAdil";2110;1030;400;0;FALSE;;
"Galang Dana gempa Cianjur 2022 diselewengkan untuk Kelompok Teroris JAD.
PPATK bekerja sama dgn BNPT &amp; Polri: Ada indikasi penyimpangan dana gempa oleh JI kelompok terorisme jaringan Al-Qaeda.
https://t.co/uPppa6OkDD
@Oodhi_tah @KodratArief @hikmatsholeh @suryasena53 @BHD_8";@cagubnyinyir2;14/02/2023 09:07;in;;60;30;;SONTOLOYO;Pro NKRI, alumni UGM;771720;52380;94640;20;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Andreas_AdyM;14/02/2023 09:04;in;;0;360;;?????????????? ??????;"#????????????????????????????????????

- ???????????????? ?????????????? ????? - ?????????? ???? ?????????????????? -";458240;23680;20180;0;FALSE;;
"Baca artikel detiknews, ""Prabowo Perintahkan Seluruh Kader Gerindra Beri Bantuan Korban Gempa Cianjur"" 
#PrabowoSubianto 
#PrabowoPeduli 
#BangkitBersama";@ratih_ploey;14/02/2023 09:03;in;;0;0;@ratih_ploey;Ratih Ploey;;19620;1050;590;0;FALSE;;
"""Prabowo Perintahkan Seluruh Kader Gerindra Beri Bantuan Korban Gempa Cianjur"" 
#PrabowoSubianto 
#PrabowoPeduli 
#BangkitBersama https://t.co/OfD52ISqC4";@ratih_ploey;14/02/2023 09:03;in;;0;0;@ratih_ploey;Ratih Ploey;;19620;1050;590;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/QBCCHxuqxZ;@BumBppnAdil;14/02/2023 09:00;in;;0;0;;Bumn Balikpapan Adil;informasi seputar BUMN;1420;860;340;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, https://t.co/rSNT6nQ6t8";@SIGuntukIDN;14/02/2023 08:56;in;;10;0;;SIG Untuk INDONESIA;"#BUMNuntukIndonesia
#GoBeyondNext
#EmbracingFutureLiving";41120;80;17760;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/ljYAYz9y6s";@BUMNPalembangku;14/02/2023 08:55;in;;0;0;;BUMN.Palembang;Informasi Terkait BUMN;1910;10;40;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/lfW6lklp7c;@bumnlbkhebat;14/02/2023 08:40;in;;0;0;;bumn lbkhebat;;1200;340;120;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/E0FFDINNbR;@bumn_sumbar;14/02/2023 08:35;in;;0;0;;BUMN Sumbar;;1080;170;30;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/JuFTGv2DyB;@bumn_srby_beda;14/02/2023 08:34;in;;0;0;;bumnsbybeda;"??Bumn Kota Surabaya Beda
??Jasamarga Transjawa Tol Representative Office 3";2040;560;120;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa bangunan sekolah https://t.co/9ExGiPABcX";@Pupukind4;14/02/2023 08:29;in;;0;0;;Erik Sugiyono;;670;10;10;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali https://t.co/CDdqurto5I";@PBumn006;14/02/2023 08:28;in;;0;0;;PBumn006;;6690;10;20;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali https://t.co/DIfb2Wyb5P";@PBumn001;14/02/2023 08:27;in;;0;0;;Pupuk bumn001;;6990;10;0;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali https://t.co/CY78ytWXj9";@Ind5Pupuk;14/02/2023 08:26;in;;0;0;;Joko Nugraha;;670;0;10;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, https://t.co/rS5sS0Y985";@pupukind2;14/02/2023 08:25;in;;0;0;;Eka Herlambang;;740;10;10;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali https://t.co/WYlvvrKRQv";@pupukind1;14/02/2023 08:24;in;;0;0;;Putra Jaya;;600;30;10;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/LYuNoiyrXe;@SampitBUMNHebat;14/02/2023 08:23;in;;0;0;;BUMNSAMPITHEBAT;"Follow and Get The Latest Information
Facebook : Bumn Sampit Hebat
Instagram : bumn_sampit_hebat";1470;60;110;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/HwNC3YTHsm;@Bumnllgjituu;14/02/2023 08:19;in;;0;0;;Bumnllgjitu;;2060;320;10;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/QTVIUYKyEN;@BUMNMEDAN_BEDA;14/02/2023 08:15;in;;0;0;;BUMN MEDAN BEDA;;870;180;0;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/S87gBl0Ec5";@Bumn_KotaManado;14/02/2023 08:14;in;;0;0;;BUMN_KotaManado_Terampil;;8770;50;120;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/JIQtGrKbax;@BumnKotaCrb1;14/02/2023 08:07;in;;0;0;;Bumn KotaCirebon1 Kuat;;2720;950;180;0;FALSE;;
Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur. #TelkomUntukCianjur https://t.co/AKQ1Q2htRW;@bumnjktcerdas;14/02/2023 08:05;in;;0;0;;Info BUMN;Dapatkan info BUMN terupdate disini!;190;40;10;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Parulianm5;14/02/2023 07:57;in;;0;360;;jacksparrow;suka berpetualang..dan berbagi dgn sesama...;2040;1390;130;0;FALSE;;
RT @requisitoire: Duh, Ternyata Gempa Cianjur Jadi Momen Teroris untuk Galang Dana https://t.co/vfmQa2xJzj https://t.co/WoEKIQYYJl;@Maryant08215817;14/02/2023 07:56;in;;0;10;;Maryanto;;4100;5000;3350;0;FALSE;;
RT @tvOneNews: BNPT Sebut JAD Manfaatkan Gempa Cianjur Untuk Galang Dana Terorisme https://t.co/m8dFkmpqi3;@Maryant08215817;14/02/2023 07:55;in;;0;20;;Maryanto;;4100;5000;3350;0;FALSE;;
RT @Bisniscom: BNPT Sebut Kelompok Teroris Galang Dana Lewat Gempa Cianjur https://t.co/6nZiP9bLCO;@Maryant08215817;14/02/2023 07:55;in;;0;50;;Maryanto;;4100;5000;3350;0;FALSE;;
"RT @detik_jabar: #Video 
Kepala BNPT ungkap JAD galang dana melalui bantuan gempa Cianjur. Simak selengkapnya dalam video ini?? https://t.co…";@Maryant08215817;14/02/2023 07:55;in;;0;10;;Maryanto;;4100;5000;3350;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Maryant08215817;14/02/2023 07:55;in;;0;360;;Maryanto;;4100;5000;3350;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@LindsayYonatan;14/02/2023 07:53;in;;0;360;;Lind ????;Simple minded girl with open kindness and loving smile;104160;11880;8270;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur
#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/AIQWSDvZPq";@BUMN_mrkTeruji;14/02/2023 07:44;in;;0;0;;BUMN_Merauke_Teruji;"Indonesia Tangguh
Indonesia Tumbuh";1360;580;1090;10;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@arsa_mr;14/02/2023 07:40;in;;0;360;;Musamus;ketidaktahuan adalah kebahagian, ketidakmautahuan adalah kebodohan;116080;10890;7550;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Audaxviator71;14/02/2023 07:40;in;;0;360;;???????????? ??????????????;"Mr Nobody, People Grunge, Rock n Roll.  Bhinneka Tunggal Ika. NKRI harga mati ????. 
Come as you are. ga nyari follower. apa adanya #REDUX $REDUX";607010;23910;5970;70;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Barre_____;14/02/2023 07:39;in;;0;360;;Barre__;;20060;1300;430;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Yudiantiyaman;14/02/2023 07:38;in;;0;360;;Pasukan Bodrex????????????;"Urip kui urup??
alergi Kadrun 
Follback ??%";133770;44880;37750;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@iam_zelt;14/02/2023 07:37;in;;0;360;;Iam ZelT;"whatever good things we build end up building us 
#NKRI 
#MusicLover 
#PetLover
#Arch_and_ID 
#Photography 
#Landscpae 
#Aquascape 
#SchoolofLife";448690;22120;17860;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@PetaniKopi01;14/02/2023 07:37;in;;0;360;;B???ng Tan??? ????;"Penjaga NKRI????
Pancasila, UUD45
Bhinneka Tunggal Ika
@jokowi & @ganjarpranowo ??
??Hoax
#SahabatPetani
#SahabatPetaniKopi
#SahabatPetaniSawit
#ProramFollback";9090;59680;68610;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@AqiLegeg;14/02/2023 07:37;in;;0;360;;Aqi Legeg;;10800;14620;11500;10;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@b_jooLL;14/02/2023 07:36;in;;0;360;;Joker gaLLo;"perjuangkan apa yang memang pantas di perjuangakan.
INDONESIA TANGGUH ???? INDONESIA TUMBUH #PancasilaRumahKita";2970;16660;16640;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Ueh74069664;14/02/2023 07:36;in;;0;360;;_?_mimisabu_?????;Pembaca ??????;95950;940;1650;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@Putu1501;14/02/2023 07:35;in;;0;360;;Artawan;;8150;1590;1590;0;FALSE;;
"RT @KaredokLeunca__: Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @Listyo…";@KesatriaBajaHi9;14/02/2023 07:35;in;;0;360;;Subadriy4;tuanku adalah rakyat kecil. pengagum presiden RI Sukarno dan Gus Dur. membela rakyat akar bawah;778580;8810;2290;10;FALSE;;
"Waduh...
@PPATK temukan penyimpangan dana gempa Cianjur di gunakan untuk pendanaan kelompok Teroris.
Ncu kasep @ListyoSigitP kemon eksyen...Densus 88 kudu di libatkan inih..
Gkgkgk ????????";@KaredokLeunca__;14/02/2023 07:35;in;;1700;360;;JEPRET ! KARET NA 2,LADA !! ??????;"Selalu bahagia di setiap waktu,
eaaaa..gkgkgk???????";1840720;84760;297240;80;FALSE;;
PPATK sudah bekerja sama dengan BNPT. Hasilnya, memang ada indikasi penyimpangan dalam penggalangan dana gempa Cianjur. #newsupdate #update #news #text https://t.co/TX4VyX93Il;@kumparan;14/02/2023 07:29;in;;0;10;;kumparan;;9311480;30;10017780;12600;TRUE;;
"Sobat BUMN!

Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali 

#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/RH5RTkkwoH";@BUMNJrSigap;14/02/2023 07:27;in;;10;0;;BUMN Jember Sigap;"Akun Resmi Medsos Ranger PT KAI Daop 9 Jember

Follow Me FansPage & Instagram (Link Web)";23550;460;1030;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, 

#TelkomUntukCianjur

#DigitalBisa

#UntukIndonesiaLebihBaik https://t.co/nYbkr4Cbqw";@BumnPad;14/02/2023 07:26;in;;10;0;;@BUMN_PAD_Rapi;"Managed by LKBN ANTARA Biro Sumatera Barat.

Follow Us
Instagram: @bumn_pad_rapi
Fanpage Facebook: BUMN PDN Rapi";10370;3860;1910;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa…https://t.co/zLygUjiU6P https://t.co/WTWgDyMIn4";@RayhanHasibuan;14/02/2023 07:02;in;;0;0;;Rayhan Hasibuan;;140;600;320;0;FALSE;;
"Hai #SobatBUMN,

Selain menjadi guru sehari, para pegawai juga mengajak bermain sebagai salah satu bentuk trauma healing bagi anak-anak penyintas gempa Cianjur. #PLNPeduliCianjurMengajar https://t.co/pyZPfI3ELm";@bumnendejitu1;14/02/2023 07:02;in;;0;0;;BUMN ENDE JITU;Social Media Rangers;1510;70;0;0;FALSE;;
"RT @asumsico: Kelompok teroris Jamaah Ansharut Daulah (JAD) disebut menggalang dana dengan berkedok bantuan kemanusiaan

https://t.co/m8Xei…";@bladestromm;14/02/2023 06:56;in;;0;40;;kenji;Architect/ BIM Specialist. reading ?? gardening ?? animal ??;336690;15000;5100;210;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan, Telkom kembali menyerahkan bantuan berupa bangunan sekolah.
 
#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/UfZt30drPe";@AcehAntara;14/02/2023 06:53;in;;0;0;;Antara Aceh;Sosia Media Ranger Kantor Berita Antara Biro Aceh;880;480;50;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa bangunan sekolah sementara SDN Cibulakan, https://t.co/jRlfl6KCfj";@BUMNJogjaSigap;14/02/2023 06:35;in;;0;0;;BUMN Yogyakarta Sigap;;17310;1780;3090;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur.

#TelkomUntukCianjur
#DigitalBisa
#UntukIndonesiaLebihBaik https://t.co/Zil4nCOgCP";@BUMN_SMG_Rapi_1;14/02/2023 06:29;in;;0;0;;BUMN_SMG_Rapi_1;;1810;200;110;0;FALSE;;
Partai Demokrat Jawa Barat, meninjau dan menyerahkan langsung bantuan kepada masyarakat terdampak gempa Cianjur. http #AHYPolitikusMendunia;@Mas4ziz;14/02/2023 05:42;in;;0;0;;Mas Aziz;"Tukang Balap
Ketua panitia";20730;400;20;0;FALSE;;
"RT @asumsico: Kelompok teroris Jamaah Ansharut Daulah (JAD) disebut menggalang dana dengan berkedok bantuan kemanusiaan

https://t.co/m8Xei…";@Guzeka_13;14/02/2023 05:29;in;;0;40;;DVL;;169180;1920;1510;10;FALSE;;
": Prabowo Subianto memeluk warga terdampak gempa Cianjur. 
Prabowo Subianto #BangkitBersama #PrabowoPeduli #IkutPakde";@serigala_satu;14/02/2023 05:28;in;;0;0;@serigala_satu;Burhan Yuliana;nusantara08;22680;90;20;0;FALSE;;
"Prabowo Subianto memeluk warga terdampak gempa Cianjur 
Prabowo Subianto #BangkitBersama #PrabowoPeduli #IkutPakde";@serigala_satu;14/02/2023 05:28;in;;0;0;@serigala_satu;Burhan Yuliana;nusantara08;22680;90;20;0;FALSE;;
"RT @asumsico: Kelompok teroris Jamaah Ansharut Daulah (JAD) disebut menggalang dana dengan berkedok bantuan kemanusiaan

https://t.co/m8Xei…";@ternyatapedes;14/02/2023 05:27;in;;0;40;;Pemuda Rewang;;439910;1430;2810;10;FALSE;;
Demokrat peduli gempa Cianjur  #AHYPimpinPerubahan;@wanmohguntar;14/02/2023 05:11;in;;0;0;;Wan M Guntar S Baros;;207210;8410;5880;60;FALSE;;
"RT @adiojanoski: Menhan Prabowo Subianto Beri Bantuan 1000 Paket ke Korban Gempa Cianjur
#PrabowoPeduli #BangkitBersama https://t.co/RfRPUZ…";@gadotaja;14/02/2023 04:19;in;;0;10;;hanyamanusia;aku cinta kamu;38590;3490;670;0;FALSE;;
JALANKAN INSTRUKSI AHY, WASEKJEN JOVAN SALURKAN BANTUAN UNTUK KORBAN GEMPA CIANJUR https://t.co/RqPqUqHqJm;@dwikiprazz;14/02/2023 04:12;in;;0;0;;niken aiza;;63570;430;40;0;FALSE;;
"Kelompok teroris Jamaah Ansharut Daulah (JAD) disebut menggalang dana dengan berkedok bantuan kemanusiaan

https://t.co/m8Xeivt1JA";@asumsico;14/02/2023 04:00;in;;40;40;;Asumsi;Current Affairs & Pop Culture | Kami mendengar semua orang | email: redaksi@asumsi.co | Newsletter: https://t.co/4C1daw7gd3;283310;40;3187150;8300;TRUE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa https://t.co/hrx7xw8j9f";@BUMNJktMampu4;14/02/2023 04:00;in;;0;0;;BUMN Jakarta Mampu 4;#BUMNJakartaMampu ???;2250;60;20;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa bangunan https://t.co/VEtu9g6CDF";@BusListrikINKA;14/02/2023 03:42;in;;0;0;;Bus Listrik INKA Madiun Tegas;Bus Listrik INKA Madiun;4100;280;80;0;FALSE;;
"Hai Sobat BUMN,

Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah sebelumnya memberikan bantuan paket sembako, ambulans, obat-obatan dan lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa - https://t.co/8cp4zlE6tn";@LrtInkaTegas;14/02/2023 03:23;in;;0;0;;LRT_INKA_Madiun_Tegas;;4200;140;80;0;FALSE;;
@ProfesorZubairi Waktu gempa cianjur pun di rsud nya begini. Dan ruang inkubasi nya ada di lantai 3 semua perawat nya tetap berada di sana.;@BasicTapiAsyic;14/02/2023 03:16;in;;230;0;@ProfesorZubairi;Basic Tapi Asic;Hololive broke gang fans, ID EN JP Star;62910;3880;110;0;FALSE;;
"Telkom Bangun Sekolah Sementara di Daerah Terdampak Bencana Gempa Cianjur

Setelah memberikan bantuan paket sembako, ambulans, obat-obatan &amp; lainnya pada masa tanggap darurat, Telkom kembali menyerahkan bantuan berupa bangunan sekolah sementara SDN Cibulakan, Kab. Cianjur.";@KRDINKAMadiun;14/02/2023 03:04;in;;0;0;;KRD INKA Madiun Tegas;;610;30;60;0;FALSE;;
"Mahasiswa UGM Terdampak Gempa Cianjur Dapat Bantuan Biaya Pendidikan
#UGM #GempaCinajur 
https://t.co/85wT88XwZp";@republikajogja;14/02/2023 02:51;in;;0;0;;Republika DIY Jateng & Jatim;Republika Perwakilan DIY Jateng & Jatim;9720;50;120;10;FALSE;;
"Hai #SobatBUMN,
PT PLN (Persero) melalui program PLN Mengajar hadir di SD Cimanahayu, sekolah dasar yang rubuh karena dampak gempa Cianjur.

#PLN
#PLNUntukIndonesia
#UnleashingEnergyandBeyond
#PLNPeduliCianjur https://t.co/vsvxHSqC1g";@bumnjktadil;14/02/2023 02:49;in;;0;0;;Social Media Rangers;;880;720;90;0;FALSE;;
RT @wahananewsdotco: JAD Disebut Cari Simpati Masyarakat Lewat Penggalangan Dana Gempa Cianjur https://t.co/fI4MZXVGNr #Jad #Bnpt #Selandia…;@arv_baca;14/02/2023 02:36;in;;0;20;;Baca Khatulistiwa;"""Listen to silence, it has so much to say"" - Jalaluddin Rumi";490210;24440;18790;0;FALSE;;
RT @wahananewsdotco: JAD Disebut Cari Simpati Masyarakat Lewat Penggalangan Dana Gempa Cianjur https://t.co/fI4MZXVGNr #Jad #Bnpt #Selandia…;@giberakata;14/02/2023 02:36;in;;0;20;;Gibera Kata;https://t.co/P7dpEWdWl3;443720;23840;21670;0;FALSE;;
JAD Disebut Cari Simpati Masyarakat Lewat Penggalangan Dana Gempa Cianjur https://t.co/fI4MZXVGNr #Jad #Bnpt #SelandiaBaru #Simpati;@wahananewsdotco;14/02/2023 02:36;in;;0;20;;Wahana News Official;Akun Resmi Media Wahana News - Inspirasi Konsumen Indonesia;477830;18990;47450;30;FALSE;;
