Content;Author;Date;Language;Location;Number of Likes;Number of Retweets;In Reply To;Author Name;Author Description;Author Tweets Count;Author Following Count;Author Followers Count;Author Listed Count;Author Verified;Longitude;Latitude
"4. Sebanyak 31 penghulu dan penyuluh agama Islam siap mendampingi penyintas gempa Cianjur. 

Pendampingan trauma healing ini diberikan agar para penghulu dan penyuluh dapat optimal dalam memberikan pendampingan bagi penyintas gempa Cianjur.

Kemenag Jabar
https://t.co/qBrGA6YTeh";@cintyakalisa;04/01/2023 08:01;in;;210;180;@cintyakalisa;KALISA 🇮🇩;Cinta NKRI 🇲🇨 || Cewek selalu benar! || Males BASA-BASI || Have fun everybody;244050;75640;68470;40;FALSE;;
"3. Akibat dari adanya gempa Cianjur, banyak bangunan yang rusak termasuk kantor Kemenag Kakanwil Cianjur. 

Tim arsiparis Ditjen Bima Islam Kemenag RI dan tim setempat, melakukan penyelamatan beberapa dokumen N/R, dokumen akta dan dokumen kedinasan lainnya. 

Kemenag Jabar https://t.co/OYmNpxwffc";@cintyakalisa;04/01/2023 08:01;in;;230;180;@cintyakalisa;KALISA 🇮🇩;Cinta NKRI 🇲🇨 || Cewek selalu benar! || Males BASA-BASI || Have fun everybody;244050;75640;68470;40;FALSE;;
"2. Dalam memperingati Hari Amal Bhakti, Kemenag RI memberikan bantuan sebesar 34.764.840.000 untuk disalurkan kepada para korban gempa Cianjur. 

Amanah tersebut diterima langsung oleh Kakanwil Jabar. Semoga bermanfaat bagi para korban 🙏

Kemenag Jabar https://t.co/E0REeyfRAy";@cintyakalisa;04/01/2023 08:01;in;;230;200;@cintyakalisa;KALISA 🇮🇩;Cinta NKRI 🇲🇨 || Cewek selalu benar! || Males BASA-BASI || Have fun everybody;244050;75640;68470;40;FALSE;;
"1. Kemenag Jabar Peduli Korban Gempa Cianjur!

Bentuk nyata kepedulian selurub ASN Kemenag RI yg ikut membantu meringankan beban para korban bencana gempa Cianjur.

Kemenag RI memberikan beberapa bantuan yg bermanfaat bagi para korban melalui Kakanwil Jabar. https://t.co/uQzjQxgn87";@cintyakalisa;04/01/2023 08:01;in;;870;840;;KALISA 🇮🇩;Cinta NKRI 🇲🇨 || Cewek selalu benar! || Males BASA-BASI || Have fun everybody;244050;75640;68470;40;FALSE;;
Wakil Presiden Ma'ruf Amin menerima keluhan pengungsi terdampak bencana gempa bumi di Desa Cijedil, Kecamatan Cugenang, Kabupaten Cianjur, Jawa Barat. https://t.co/cIrr21HqxP;@voidotid;04/01/2023 07:57;in;;0;0;;Voidotid;Jurnalisme Rasa. Memori. Bernas. Tulisan Seri | Waktunya merevolusi pemberitaan. Ikuti kami! | Instagram: @voidotid TikTok: @voidotid;1517680;90;274410;1050;FALSE;;
Wapres Tinjau Pembangunan Hunian Tetap Relokasi Korban Gempa Cianjur https://t.co/KI8bIDIAaE;@NAWACIT4;04/01/2023 07:50;in;;0;0;;nawacita;Portal Media Nasional Mengulas semua kejadian seputar Istana, Senayan, Kementerian, Hukum, Pertahanan dan BUMN;341040;6890;2410;0;FALSE;;
Wapres Tinjau Pembangunan Hunian Tetap Relokasi Korban Gempa Cianjur https://t.co/R0WHQnKBEz;@nawacitadotco;04/01/2023 07:50;in;;0;0;;Indonesiaku;Portal Berita Indonesia;145760;4060;4200;0;FALSE;;
Wapres Tinjau Pembangunan Hunian Tetap Relokasi Korban Gempa Cianjur https://t.co/r6KuJxSJ2r;@nawacitamedia;04/01/2023 07:50;in;;0;0;;Nawacita.co;Media Informasi Senayan, Istana, Kementerian dan BUMN;208560;4900;37260;20;FALSE;;
Cerita Korban Gempa Cianjur Pedalaman yang Tak Tersentuh Bantuan https://t.co/rsnOHckyIQ;@yasinmohammad83;04/01/2023 07:49;in;;0;0;;Yasin Mohammad;Direktur Eksekutif dan Pendiri LSIN (Lembaga Survei Independen Nusantara);33450;8680;3430;0;FALSE;;
Cerita Korban Gempa Cianjur Pedalaman yang Tak Tersentuh Bantuan https://t.co/FLzUGcWcjk;@yasinmohammad83;04/01/2023 07:49;in;;0;0;;Yasin Mohammad;Direktur Eksekutif dan Pendiri LSIN (Lembaga Survei Independen Nusantara);33450;8680;3430;0;FALSE;;
Korban Gempa Cianjur kepada Wapres Ma'ruf: Kami Belum Dapat Bantuan Sama Sekali, Pak #gempacianjur https://t.co/rVtLer2s4z;@jpnncom;04/01/2023 07:48;in;;0;0;;JPNN.com;"Ada Cerita di Balik Berita
Official Twitter https://t.co/M5aQFMVnan

Download Android & IOS: https://t.co/pVXPQwG55M
Contact Us: info@jpnn.com";9009060;0;678670;3980;TRUE;;
Luar Biasa Kepedulian Ganjar terhadap Korban Bencana Gempa Cianjur!#ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/dhYUgN32WV;@SmartFeeling212;04/01/2023 07:46;in;;0;0;;Smart Feeling;Smart Feeling;26530;110;100;0;FALSE;;
Ma'ruf Amin menyerahkan santunan ahli waris korban meninggal dunia gempa Cianjur. https://t.co/CkyM2hZN23;@republikaonline;04/01/2023 07:45;in;;10;10;;Republika.co.id;"Akun Resmi Republika Online 
Info Buku Republika? Cek @bukurepublika
#DariRepublika";19115230;450;19457790;30640;TRUE;;
Luar Biasa Kepedulian Ganjar terhadap Korban Bencana Gempa Cianjur!#ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/inlcMbN9w8;@SmartFeeling212;04/01/2023 07:45;in;;0;0;;Smart Feeling;Smart Feeling;26530;110;100;0;FALSE;;
Luar Biasa Kepedulian Ganjar terhadap Korban Bencana Gempa Cianjur!#ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/Vbnp7TaEfV;@SmartFeeling212;04/01/2023 07:43;in;;0;0;;Smart Feeling;Smart Feeling;26530;110;100;0;FALSE;;
Luar Biasa Kepedulian Ganjar terhadap Korban Bencana Gempa Cianjur!#ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/s1Qr3cdEQg;@SmartFeeling212;04/01/2023 07:42;in;;0;0;;Smart Feeling;Smart Feeling;26530;110;100;0;FALSE;;
"KINERJA KEPOLISIAN DALAM MEMBANTU KORBAN GEMPA CIANJUR
Mayoritas percaya atau sangat percaya Kepolisian membantu evakuasi warga korban bencana, menyiapkan dapur umum, mengirim bantuan hingga daerah terpencil, dan membantu memulihkan trauma warga korban bencana gempa bumi tersbeut https://t.co/omVk8asL3d";@indikatorcoid;04/01/2023 07:40;in;;0;0;@indikatorcoid;INDIKATOR;Indikator Politik Indonesia;55560;2690;231170;470;FALSE;;
"@Stevaniehuangg Subhanallah Apresiasi Pink Pejuang Kemanusiaan
untuk Rakyat Korban Gempa Cianjur";@HMMurah3;04/01/2023 07:35;in;;0;0;@Stevaniehuangg;H.M. Murah;"Wira Usaha
Insyallah #OraMeluSaru #NoPorn
Asli Nahdliyyin Ndeso # Gak Punya Parpol";155920;74550;79380;0;FALSE;;
Bantuan pemerintah dan rakyat Kaltim merupakan bentuk rasa kebersamaan https://t.co/3zrhI1lUo9;@republikaonline;04/01/2023 07:33;in;;20;0;;Republika.co.id;"Akun Resmi Republika Online 
Info Buku Republika? Cek @bukurepublika
#DariRepublika";19115230;450;19457790;30640;TRUE;;
"GEMPA CIANJUR
Hampir semua warga nasional tahu tentang bencana gempa bumi di Cianjur, Jawa Barat, 91.6%. Di antara yang mengetahui, warga positif menilai kinerja Kepolisian dalam membantu korban bencana tersebut, tapi terhadap TNI lebih positif. https://t.co/BDh32GUbuC";@indikatorcoid;04/01/2023 07:32;in;;0;0;@indikatorcoid;INDIKATOR;Indikator Politik Indonesia;55560;2690;231170;470;FALSE;;
"Sis jelas, dari hasil kerja dan kebijakan di lapangan, sepakat Pak Prabowo Konsisten paling nyata hasilnya.
Indonesia Terus Maju
@Prabowo @gerindra
https://t.co/zdE3vb8MnH";@Dynhsn;04/01/2023 07:23;in;;0;0;;Dian hasan;Thorn;800;320;90;0;FALSE;;
Pemerintah sebut pembangunan rumah korban gempa cianjur tuntas sebelum lebaran #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiBapakInfrastruktur #JokowiBapakInfrastruktur https://t.co/hhprKVXBen;@BarbBroBro;04/01/2023 07:10;in;;0;0;;Barb Brown;;8930;220;2640;0;FALSE;;
"gerak cepat Presiden Jokowi kunjungi tenda pengungsi korban gempa Cianjur.
#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur https://t.co/EVhRxqUAir";@Kadisc22287;04/01/2023 07:09;in;;0;0;;Kelinci Balap;Natural Aja;16880;2200;1020;0;FALSE;;
Bantuan dari Wapres Ma'ruf Amin diharapkan dapat mendorong pemulihan pesantren. https://t.co/rJpY57wY7p;@republikaonline;04/01/2023 07:05;in;;0;0;;Republika.co.id;"Akun Resmi Republika Online 
Info Buku Republika? Cek @bukurepublika
#DariRepublika";19115230;450;19457790;30640;TRUE;;
"Mangoesky Star, menjadi solusi untuk komunikasi darurat
daerah terisolasi gempa Cianjur.

Hal ini merupakan wujud nyata kontribusi Telkom sebagai perusahaan digital telco terdepan yang hadir untuk masyarakat. 

#DigitalBisa
#UntukIndonesiaLebihBaik
#TelkomPeduliCianjur https://t.co/dio8VvNTbf";@bumnendejitu1;04/01/2023 07:00;in;;0;0;;BUMN ENDE JITU;Social Media Rangers;780;70;0;0;FALSE;;
"Pak ganjar berusaha membantu pada gempa Cianjur
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#GanjarPilihanJokowi
#ganjarpranowofor2024
#GanjarPilihanRakyat
#GanjarHebat
#GanjarAmanah
#GanjarBertanggungjawab https://t.co/iZ50pTvH90";@asilidbimeby34;04/01/2023 06:47;in;;0;0;;Kimi Serly;Relawan Ganjar untuk Presiden 2024;13470;450;130;0;FALSE;;
Korban Gempa Cianjur: Kapan Dana Bantuan Renovasi Rumah Cair? https://t.co/LMNYxe9omt;@Reporter_Jail;04/01/2023 06:25;in;;20;20;;Reporterjail.Net;;6790;310;6030;0;FALSE;;
Dikunjungi Wapres Ma’ruf Amin, Ahli Waris Korban Gempa Cianjur Dapat Bantuan dari Pemerintah https://t.co/IRcD9bzhIt;@heraldindo;04/01/2023 06:07;in;;0;0;;Herald.id;Official Website : https://t.co/LyiYoFnHZz Youtube Channel : @heraldindonesiaTV, Instagram : @heraldindonesia, Facebook : @HeraldIndonesia.;578020;8030;3890;20;FALSE;;
Dikunjungi Wapres Ma’ruf Amin, Ahli Waris Korban Gempa Cianjur Dapat Bantuan dari Pemerintah https://t.co/rgsFIQVi69;@HeraldJabar;04/01/2023 06:07;in;;0;0;;Herald Jabar;Salah satu sub Domain dari @heraldindonesia. Media online yang menyajikan informasi seputar Jawa Barat hingga Internasional. #SelaluAdaYangBaru;73630;1520;230;0;FALSE;;
Kerahkan tenaga medis untuk korban gempa Cianjur #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/zgEgc6ke5Z;@ganjar_diy;04/01/2023 06:00;in;;0;0;;Relawan Ganjar Pranowo DIY;Ganjar Pranowo for Presiden 2024;13740;6000;2720;0;FALSE;;
Kerahkan tenaga medis untuk korban gempa Cianjur #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah #GanjarBertanggungjawab https://t.co/RxZX2YoDNY;@ganjar_diy;04/01/2023 06:00;in;;0;0;;Relawan Ganjar Pranowo DIY;Ganjar Pranowo for Presiden 2024;13740;6000;2720;0;FALSE;;
Gempa Cianjur, BMKG Catat Gempa Susulan dan Meminta WargaWaspada Bencana Lanjutan Longsor dan Banjir Bandang https://t.co/lTuECrdbKe;@Serucoid1;04/01/2023 05:54;in;;0;0;;SERU.co.id;MEDIA TERPERCAYA;131430;460;1680;0;FALSE;;
Dikunjungi Wapres Ma’ruf Amin, Ahli Waris Gempa Cianjur Dapat Bantuan dari Pemerintah https://t.co/yIPIIDMMjK;@heraldindo;04/01/2023 05:53;in;;0;0;;Herald.id;Official Website : https://t.co/LyiYoFnHZz Youtube Channel : @heraldindonesiaTV, Instagram : @heraldindonesia, Facebook : @HeraldIndonesia.;578020;8030;3890;20;FALSE;;
Pemkab Cianjur siapkan dana Rp 14.655 miliar untuk dibagikan kepada 14.655 keluarga yang terdampak gempa Cianjur. https://t.co/GQSHCjZh7G;@kompascom;04/01/2023 05:35;in;;20;10;;Kompas.com;Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya;22651980;290;84527230;104660;TRUE;;
@Kiyai_MarufAmin Assalamualaikum. Pak Yai penilaian kami masyarakat cianjur,penanggukangan dampak gempa cianjur sang at jauh dari harapan masyarakat dan Intruksi persiden,;@SZuhrry;04/01/2023 05:23;in;;0;0;@Kiyai_MarufAmin;Saifulloh Zuhrry;;30;100;0;0;FALSE;;
"Wakil Presiden Maruf Amin meninjau Rumah Hunian Tetap yaitu Rumah Instan Sederhana Sehat Type 36 untuk rumah rusak korban Gempa Cianjur Jawa Barat di Desa Sirnagalih, Kecamatan Cilaku, Kab. Cianjur. 📸Srr
#BeritaElshinta https://t.co/RFUJTT11c1";@RadioElshinta;04/01/2023 05:21;in;;20;0;@RadioElshinta;Radio Elshinta;Akun Resmi Radio Elshinta Jakarta 90FM | News and Talk | Telp: 021-5869000 | SMS & WA: 081-180-6543 | Streaming : https://t.co/OKTXBu7TOT;13857390;100;37114980;37730;TRUE;;
"Terima kasih kami ucapkan kepada seluruh relawan BUMN Holding Farmasi atas dedikasi dan pengorbanannya untuk para korban terdampak gempa Cianjur. Doa dan harapan terus mengalir seiring semangat yang besar agar Cianjur kembali pulih.

#KimiaFarmaPeduliCianjur
#HoldingBUMNFarmasi";@kimiafarmaind;04/01/2023 05:07;in;;30;10;@kimiafarmaind;Kimia Farma;Official Account of PT Kimia Farma Tbk and subsidiary | call 1500-255 | email: kimiafarmacare@kimiafarma.co.id | FB: kimiafarmacare | IG: @kimiafarma.ind;273510;910;89540;170;FALSE;;
14 Ribu KK Korban Gempa Cianjur Dapat Bantuan Rp1 Juta tapi yang Dapat Tenda Darurat Tak Kebagian #gempacianjur #korbangempacianjur #sonar #sonorabandung https://t.co/SCykQXF0Rl via @tribunjabar;@sonora_bandung;04/01/2023 04:58;in;;0;0;;Radio Sonora Bandung;"Sonora Bandung 
"" Inspirasi Keluarga Kita """;37080;1190;600;20;FALSE;;
Gempa Cianjur telah menyebabkan 602 orang meninggal dunia dan lima masih hilang. https://t.co/fxIMW4aEF0;@republikaonline;04/01/2023 04:46;in;;10;0;;Republika.co.id;"Akun Resmi Republika Online 
Info Buku Republika? Cek @bukurepublika
#DariRepublika";19115230;450;19457790;30640;TRUE;;
"Wapres @Kiyai_MarufAmin  pagi ini meninjau langsung progres penanganan dampak gempa Cianjur, Rabu, 4 Januari 2023. Ma'ruf bersama Wury Ma'ruf berangkat dari Rumah Dinas menuju Pesantren Al-Bahjah Cianjur melalui jalur darat pukul 08.00 WIB

#MedcomID 

https://t.co/mvUXjZzI6I";@medcom_id;04/01/2023 04:32;in;;0;0;;medcom_id;https://t.co/HgJ9GzPiao is part of Media Group Network, a leader in multi-platform news and information. #CekDuluMedcom  #MudaMemilahMemilih;3624690;440;433130;790;TRUE;;
@msaid_didu KCIC diputuskan olh LBP.Meski memicu kontroversi,tapi dipaksakan.Route KCIC melewati wilayh gempa Sesar Jabar.Gempa yg sewaktu2 terjadi sangat potensial mengakibatkan tragedi.Apa KCIC sdh mngantisipasi timbulnya gempa?Gempa Cianjur kmren mmporak poranda wilayah.@kemenhub151;@henrisabastian1;04/01/2023 04:27;in;;10;0;@msaid_didu;henrisabastian;;8120;2150;310;0;FALSE;;
@PaterStellae Ini akun agak problematik sih. Paling red flag pas gempa Cianjur, dia malah post kalau menormalkan hal tsb karena masyarakatnya melakukan azab. Banyak followernya yg ngritik dianya malah nantangin kalo peduli ya sok donasi jgn ngritik aja. (udah dihapus postnya);@FarouqArifin;04/01/2023 04:26;in;;0;0;@PaterStellae;Mohamad Farouq Arifin;"IG: @farouqarifin ; Indonesian | Former Expat in 🇯🇵 | Runner | Traveller 🇮🇩🇯🇵 | Mostly tweets about climate change";93920;8730;3230;40;FALSE;;
"Pengungsi Gempa Cianjur Mengeluh Kesulitan Peroleh Bermacam Kebutuhan 
https://t.co/4EoaDLU0q8";@sisijabar_com;04/01/2023 04:20;in;;0;0;;sisijabar.com;"Mengulas sisi jabar

Email: sisijabar.com@gmail.com
FB: https://t.co/6iOGBccWAW
IG: https://t.co/2hK7mkr0Nc";9750;520;90;0;FALSE;;
@eejayDeedeeee  BIN luar biasa sangat peduli dengan korban Gempa Cianjur;@pedulisesamaaa;04/01/2023 04:17;in;;0;0;@eejayDeedeeee;Peduli Sesama;;7790;1180;560;0;FALSE;;
"Kondisi pada Rabu (4/1) siang ini di lokasi rumah yang terdampak gempa Cianjur di  Kampung Gunung Lanjung 2, RW 07, Desa Cijedil, Cugenang, Cianjur Jawa Barat. 📸Srr
#BeritaElshinta https://t.co/LDGgmfY63X";@RadioElshinta;04/01/2023 04:15;in;;40;50;;Radio Elshinta;Akun Resmi Radio Elshinta Jakarta 90FM | News and Talk | Telp: 021-5869000 | SMS & WA: 081-180-6543 | Streaming : https://t.co/OKTXBu7TOT;13857390;100;37114980;37730;TRUE;;
Wapres Ma'ruf Amin melakukan kunjungan kerja ke Cianjur. Di sana, Ma'ruf akan serahkan bantuan hingga cek lokasi relokasi bagi korban gempa Cianjur https://t.co/EZ05IbjKPN;@kompascom;04/01/2023 03:39;in;;0;0;;Kompas.com;Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya;22651980;290;84527230;104660;TRUE;;
"#cianjurbangkit
#Yamusaberbagisesama
.
Tgl 02/01/23 Yamusa Peduli pangan sejumlah 384 Kg beras tuk Korban terdampak gempa Cianjur untuk dua posko Gempa di Kp. Kramat RT 01/08 Kab. Cianjur 
.
Yuk bantu Warga Cianjur pulih: 
https://t.co/2j9NDTLU2W https://t.co/v79N3VpFMo";@SurgaYayasan;04/01/2023 03:05;in;;0;0;;Yayasan Mutiara Surga Official;"Berbagi Kepada Sesama
Menuai Mutiara-Mutiara Surga";26420;11510;2750;0;FALSE;;
"Telkom terus memberikan bantuan kepada masyarakat yang berada di Cianjur dan sekitarnya.

Mangoesky Star, menjadi solusi untuk komunikasi darurat
daerah terisolasi gempa Cianjur. https://t.co/f5Bk0iaeYg";@bumn_pkp_adil;04/01/2023 02:17;in;;0;0;;bumn_pangkalpinang_adil;🔛 PT. PPI (Perusahaan Perdagangan Indonesia) Cabang Pangkalpinang, Jalan Hamidah No. 38, Batin Tikal, Kecamatan Taman Sari.;27320;5830;2820;0;FALSE;;
"02/01/23 Yamusa Berbagi Sesama - Tebar pangan tuk Ponpes Korban Gempa di Cianjur – Jawa Barat &gt;&gt;
.
Yamusa Peduli Pangan sejumlah 96 Kg untuk Santri Korban Gempa Cianjur Ponpes Riyadul Fikih Kp. Babakan Batukurung Kec. Cinangsi Kab. Cianjur 
.
Klik bantu :
https://t.co/2j9NDTLU2W https://t.co/5tKppTMRqa";@SurgaYayasan;04/01/2023 02:05;in;;0;0;;Yayasan Mutiara Surga Official;"Berbagi Kepada Sesama
Menuai Mutiara-Mutiara Surga";26420;11510;2750;0;FALSE;;
"BUMN melakukan terobosan dengan mendirikan Klinik Modular Gratis untuk korban gempa Cianjur. 

Adapun Klinik Modular merupakan kerjasama dari beberapa perusahaan BUMN untuk meningkatkan pelayanan kepada para korban gempa Cianjur.

#SatgasBencanaBUMN https://t.co/Y7yLub0Xea";@bumn_pkp_adil;04/01/2023 01:40;in;;0;0;;bumn_pangkalpinang_adil;🔛 PT. PPI (Perusahaan Perdagangan Indonesia) Cabang Pangkalpinang, Jalan Hamidah No. 38, Batin Tikal, Kecamatan Taman Sari.;27320;5830;2820;0;FALSE;;
"Kondisi terkini pada Rabu (4/1) pagi di Pondok Pesantren Al-Bahjah Cianjur, Jawa Barat yang merupakan salah satu titik lokasi korban gempa Cianjur yang terjadi pada tanggal 21 November 2022 lalu. 📸Srr
#BeritaElshinta https://t.co/5z0Sd8ujO4";@RadioElshinta;04/01/2023 01:24;in;;60;10;;Radio Elshinta;Akun Resmi Radio Elshinta Jakarta 90FM | News and Talk | Telp: 021-5869000 | SMS & WA: 081-180-6543 | Streaming : https://t.co/OKTXBu7TOT;13857390;100;37114980;37730;TRUE;;
@hendrawini5 Respon cepat Presiden Jokowi mitigasi gempa cianjur #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat;@RahmaNia126;04/01/2023 00:56;in;;0;0;@hendrawini5;Rahma Nia #JokowiPresidenku;"#JokowiPresidenku
#PembangunanUntukRakyat
#PresidenJokowiHebat
#JokowiMembangunNegeri
#JokowiMajuBersamaIndonesia
#JokowiBapakInfrastruktur";59800;22230;11430;0;FALSE;;
"*Kisah Banser Terdampak Gempa Cianjur; Rumah Pribadi Runtuh hingga Istri Melahirkan di Tenda*

Sumber: https://t.co/YVeWhIOa5a";@Yansyah17830739;03/01/2023 21:46;in;;0;0;;Yansyah;Jujur;110;730;60;0;FALSE;;
Baznas Kaltim himpun dana Rp400 juta bantu korban gempa Cianjur https://t.co/dLraUDYGJy;@antaranews;03/01/2023 18:00;in;;0;0;;antaranews.com;Informasi terkini dari ANTARA, kantor berita perjuangan Indonesia. Langgani Telegram channel https://t.co/eS0cREqbDZ.;8224900;1630;12842100;38450;TRUE;;
Baznas Kaltim himpun dana Rp400 juta bantu korban gempa Cianjur https://t.co/FlrBnhrpW1;@antaranews;03/01/2023 17:43;in;;0;0;;antaranews.com;Informasi terkini dari ANTARA, kantor berita perjuangan Indonesia. Langgani Telegram channel https://t.co/eS0cREqbDZ.;8224900;1630;12842100;38450;TRUE;;
"Alhamdulillah kami masih menerima titipan amanah dari dermawan utk logistik/keperluan pengungsi gempa Cianjur.
Amanah dari 
Om @viqhani 500.000
@nirwan_anestesi 500.000
Terimakasih banyak 🙏🙏";@RockersPanturra;03/01/2023 16:34;in;;60;20;;Rockers Pantura Care;kantor: Jl  PLN no 72 Gandul Cinere Depok Jawa Barat +62 821-1949-6656 Rek Bank Mandiri Rokers Pantura Care 1270010741567;6840;12530;23560;10;FALSE;;
"Sobat BUMN,
program Garuda Indonesia Peduli Bencana Gempa Cianjur, 
#SatgasBencanaBUMN
#BUMNUntukCianjur
#GarudaIndonesia
#GarudaUntukIndonesia https://t.co/8PQPF7VnBd";@bumnpdgjitu;03/01/2023 16:02;in;;0;0;;BUMN PDG Jitu;"Akun Resmi PT TASPEN (PERSERO) KC PADANG telp (0751) 31154, whatsapp 081263263204
Call Center Taspen 1500919";8600;0;3800;0;FALSE;;
Wawako Buka Kegiatan Bundo Kandung Peduli Gempa Cianjur https://t.co/B4i88nH1Qq;@sumbartodaynews;03/01/2023 15:49;in;;0;0;;sumbartodaynews;Media Online Sumatera barat dan Nasional yang berpusat di sumatera barat.;20400;10;20;0;FALSE;;
"Mangoesky Star, menjadi solusi untuk komunikasi darurat
daerah terisolasi gempa Cianjur.

Hal ini merupakan wujud nyata kontribusi Telkom sebagai perusahaan digital telco terdepan yang hadir untuk masyarakat. 

#DigitalBisa
#UntukIndonesiaLebihBaik
#TelkomPeduliCianjur https://t.co/CKbaypdQNU";@bumnsolojituu;03/01/2023 15:48;in;;0;0;;BUMN SOLO JITUU;good job;8910;220;760;0;FALSE;;
Kementerian BUMN berkolaborasi bersama dengan BUMN untuk membantu korban bencana gempa Cianjur, Jawa barat. #SatgasBencanaBUMN https://t.co/u83JimiZGO;@bumnsolojituu;03/01/2023 15:33;in;;0;0;;BUMN SOLO JITUU;good job;8910;220;760;0;FALSE;;
Kostrad Terus Bantu Korban Gempa Cianjur Rehabilitasi dan Rekontruksi Rumah https://t.co/r1HZTnkOdS;@Penamasid;03/01/2023 15:28;in;;10;0;;penamas media;hadir sebagai portal berita dan kebutuhan niaga publik secara digital. Tuntutan zaman semakin inovatif. Pergeseran arus media dari cetak ke digital,;4910;410;190;0;FALSE;;
Sebulan Gempa Cianjur: 635 Meninggal Dunia, 5 Warga Masih Hilang https://t.co/qpBLBhXqS7;@MTresna666;03/01/2023 15:09;in;;0;0;;M_Tresnanengsh jl.Sangkuriang 1D#022-2502192;anjing phedofil kafirun berhala🕋munafiikin muttaffifin dusta nikmat al-kautsar,mati diracun zaenab,syahwat;10870;30;10;0;FALSE;;
Bundo Kanduang dan Puti Bungsu Kota Solok Masak Rendang untuk Korban Gempa Cianjur https://t.co/t3WH8rvV3M;@KlikPositif;03/01/2023 15:08;in;;0;0;;KLIK POSITIF;Media Generasi Positif | Group of @ClassyFM | Download Our Mobile Application Google Play http://t.co/wTx90IbmfI;1984250;390;30640;350;FALSE;;
Sebulan Gempa Cianjur, Korban Meninggal 635 orang - https://t.co/aykahi9oVo https://t.co/gVK8wtYnkq;@MTresna666;03/01/2023 15:07;in;;0;0;;M_Tresnanengsh jl.Sangkuriang 1D#022-2502192;anjing phedofil kafirun berhala🕋munafiikin muttaffifin dusta nikmat al-kautsar,mati diracun zaenab,syahwat;10870;30;10;0;FALSE;;
3 Kampung Terdampak Gempa Cianjur Bakal Direlokasi #GempaCianjur #Cianjur https://t.co/Z8HLcinurQ;@ceklissatucom;03/01/2023 14:40;in;;0;0;;Ceklissatu.com;Official Twitter of https://t.co/PdTX1HTPFm | Informasi Aktual Terpercaya;68910;500;450;0;FALSE;;
"Bank Mandiri salurkan dana bantuan ke nasabah korban gempa di Cianjur

https://t.co/Rj4g3SKZGy";@trenzsolo;03/01/2023 14:17;in;;0;0;;tren info;Promosikan Indonesia;99930;31120;13290;40;FALSE;;
"tadi presentasi tentang tsunami Aceh, gempa Cianjur dan pentingnya peran BMKG/teknologi dalam preventive kerusakan parah

eh ada Kazakhtan yang celetuk; penyebabnya ya banyak maksiat.

marah semarah marahnya saya ya Allah nyesel juga ingetnya tadi.";@valanshory;03/01/2023 13:46;in;JO;0;0;@valanshory;alan;"eudaimonia; wandering between dream and realm.";289280;5380;5960;30;FALSE;;
Selain Gempa Cianjur, ERG PT Timah Tbk Telah Belasan Tahun Berjibaku Bantu Korban Bencana di Indonesia https://t.co/N8ge5ePQb1;@FaktaBerita6;03/01/2023 13:30;in;;0;0;;Fakta Berita;"https://t.co/ViA1pYq5ZG
Faktual & Terpercaya
Contact 
Phone : +62 812-1260-6269
Mail : faktaberita.official@gmail.com";61460;0;4310;0;FALSE;;
